trackId,tracklength,time[s],frameId,lifetime,catIdx, m_x,m_y,m_z,m_A,m_c,m_pValue, s_x,s_y,s_z,s_A,s_c,s_pValue
1, 69, 1.365360e+02, 25, 3.925410e+02, 3, 5.933539e+01, 2.377188e+01, 8.272595e+01, 1.061577e+04, 6.976138e+03, 0,  5.933539e+01, 2.377188e+01, 8.272595e+01, -6.708734e+02, 1.201353e+04, 1
1, 69, 1.422250e+02, 26, 3.925410e+02, 3, 6.030990e+01, 2.450664e+01, 8.250482e+01, 5.706791e+03, 7.284680e+03, 7.116239e-01,  NaN, NaN, NaN, NaN, NaN, NaN
1, 69, 1.479140e+02, 27, 3.925410e+02, 3, 6.128441e+01, 2.524141e+01, 8.228370e+01, 1.307419e+04, 6.324557e+03, 0,  6.388952e+01, 2.686041e+01, 8.228370e+01, 2.014499e+04, 1.275007e+04, 1.333977e-321
1, 69, 1.536030e+02, 28, 3.925410e+02, 3, 6.234053e+01, 2.659538e+01, 8.182887e+01, 1.829159e+04, 6.996869e+03, 0,  6.407209e+01, 2.840800e+01, 8.182887e+01, 1.117084e+04, 1.151352e+04, 1.975373e-267
1, 69, 1.592920e+02, 29, 3.925410e+02, 3, 6.406003e+01, 2.694559e+01, 8.063592e+01, 1.296433e+04, 6.743006e+03, 0,  6.397606e+01, 2.731396e+01, 8.063592e+01, 1.490518e+04, 1.373125e+04, 1.546521e-293
1, 69, 1.649810e+02, 30, 3.925410e+02, 3, 6.295410e+01, 2.553010e+01, 8.153957e+01, 1.353616e+04, 6.963933e+03, 0,  6.308452e+01, 2.602575e+01, 8.153957e+01, 1.210973e+04, 1.273977e+04, 8.566198e-267
1, 69, 1.706700e+02, 31, 3.925410e+02, 3, 6.112532e+01, 2.453805e+01, 8.243193e+01, 1.346130e+04, 6.952517e+03, 0,  6.200929e+01, 2.673364e+01, 8.243193e+01, 9.482317e+03, 1.299392e+04, 8.629049e-118
1, 69, 1.763590e+02, 32, 3.925410e+02, 3, 6.191663e+01, 2.490206e+01, 8.240792e+01, 1.946671e+04, 7.340459e+03, 0,  6.269185e+01, 2.631274e+01, 8.240792e+01, 1.557384e+04, 1.473262e+04, 1.175247e-259
1, 69, 1.820480e+02, 33, 3.925410e+02, 3, 6.268807e+01, 2.540895e+01, 8.335511e+01, 1.351936e+04, 6.999836e+03, 0,  6.302286e+01, 2.742213e+01, 8.335511e+01, 2.012602e+04, 1.237408e+04, 0
1, 69, 1.877370e+02, 34, 3.925410e+02, 3, 6.227844e+01, 2.461092e+01, 8.328066e+01, 1.165418e+04, 7.184932e+03, 0,  6.270628e+01, 2.623826e+01, 8.328066e+01, 2.089795e+04, 1.382613e+04, 0
1, 69, 1.934260e+02, 35, 3.925410e+02, 3, 6.275312e+01, 2.566151e+01, 8.393608e+01, 1.338126e+04, 7.087090e+03, 0,  6.296585e+01, 2.691939e+01, 8.393608e+01, 1.525455e+04, 1.190885e+04, 2.251594e-246
1, 69, 1.991150e+02, 36, 3.925410e+02, 3, 6.373450e+01, 2.696822e+01, 8.342550e+01, 1.314400e+04, 8.046343e+03, 0,  6.360455e+01, 2.771489e+01, 8.342550e+01, 8.581696e+03, 1.250521e+04, 1.934852e-105
1, 69, 2.048040e+02, 37, 3.925410e+02, 3, 6.302697e+01, 2.889858e+01, 8.368120e+01, 1.459239e+04, 7.696579e+03, 6.970907e-313,  6.384785e+01, 2.812686e+01, 8.368120e+01, 8.414655e+03, 1.343445e+04, 1.347328e-91
1, 69, 2.104930e+02, 38, 3.925410e+02, 3, 6.306955e+01, 2.805676e+01, 8.108634e+01, 1.367677e+04, 6.236192e+03, 0,  6.265196e+01, 3.009014e+01, 8.108634e+01, 8.700508e+03, 1.173965e+04, 2.273098e-115
1, 69, 2.161820e+02, 39, 3.925410e+02, 3, 6.178085e+01, 3.051905e+01, 7.972929e+01, 1.486191e+04, 6.175945e+03, 0,  6.178085e+01, 3.051905e+01, 7.972929e+01, -3.238403e+03, 1.278291e+04, 1
1, 69, 2.218710e+02, 40, 3.925410e+02, 3, 6.093973e+01, 2.770353e+01, 8.135705e+01, 1.593351e+04, 6.139365e+03, 0,  6.314891e+01, 3.009602e+01, 8.135705e+01, 6.407164e+03, 1.324329e+04, 4.295608e-01
1, 69, 2.275600e+02, 41, 3.925410e+02, 3, 6.088204e+01, 2.735623e+01, 8.068136e+01, 1.099076e+04, 6.541975e+03, 0,  6.088204e+01, 2.735623e+01, 8.068136e+01, -4.809220e+01, 1.275025e+04, 1
1, 69, 2.332490e+02, 42, 3.925410e+02, 3, 6.004967e+01, 2.671090e+01, 8.054241e+01, 1.098817e+04, 5.990660e+03, 0,  6.154995e+01, 2.795962e+01, 8.054241e+01, 1.439043e+04, 1.328795e+04, 1.862627e-321
1, 69, 2.389380e+02, 43, 3.925410e+02, 3, 6.030863e+01, 2.671616e+01, 7.974286e+01, 1.142721e+04, 5.903443e+03, 0,  6.058562e+01, 2.916601e+01, 7.974286e+01, 1.026415e+04, 1.304347e+04, 1.266198e-88
1, 69, 2.446270e+02, 44, 3.925410e+02, 3, 5.876452e+01, 2.570409e+01, 7.986320e+01, 1.009404e+04, 5.444158e+03, 0,  6.004050e+01, 2.757871e+01, 7.986320e+01, 2.154664e+04, 1.127279e+04, 0
1, 69, 2.503160e+02, 45, 3.925410e+02, 3, 5.903731e+01, 2.661201e+01, 7.977392e+01, 1.135735e+04, 5.658176e+03, 0,  5.903731e+01, 2.661201e+01, 7.977392e+01, -2.215446e+03, 1.281480e+04, 1
1, 69, 2.560050e+02, 46, 3.925410e+02, 3, 5.980231e+01, 2.588157e+01, 8.274178e+01, 1.024436e+04, 4.672656e+03, 0,  6.000151e+01, 2.646259e+01, 8.274178e+01, 8.172375e+03, 1.091011e+04, 1.296862e-122
1, 69, 2.616940e+02, 47, 3.925410e+02, 3, 5.891074e+01, 2.612516e+01, 8.096438e+01, 1.252166e+04, 5.761432e+03, 0,  6.110839e+01, 2.884976e+01, 8.096438e+01, 1.248377e+04, 1.293681e+04, 5.130196e-246
1, 69, 2.673830e+02, 48, 3.925410e+02, 3, 5.870184e+01, 2.626220e+01, 7.937066e+01, 1.128492e+04, 6.155379e+03, 0,  6.081894e+01, 2.894720e+01, 7.937066e+01, 8.076260e+03, 1.165460e+04, 9.362696e-125
1, 69, 2.730720e+02, 49, 3.925410e+02, 3, 6.050051e+01, 2.854983e+01, 8.028279e+01, 1.332464e+04, 6.648764e+03, 0,  6.261060e+01, 3.102137e+01, 8.028279e+01, 7.459054e+03, 1.177190e+04, 4.042717e-91
1, 69, 2.787610e+02, 50, 3.925410e+02, 3, 5.948503e+01, 2.886209e+01, 7.942757e+01, 1.378371e+04, 5.259544e+03, 0,  6.047826e+01, 2.778969e+01, 7.942757e+01, 4.356168e+03, 1.190220e+04, 1
1, 69, 2.844500e+02, 51, 3.925410e+02, 3, 5.962685e+01, 2.633398e+01, 7.897739e+01, 1.075783e+04, 5.946424e+03, 0,  6.062280e+01, 2.772624e+01, 7.897739e+01, 1.274938e+04, 1.204791e+04, 1.109050e-278
1, 69, 2.901390e+02, 52, 3.925410e+02, 3, 5.916614e+01, 2.569033e+01, 8.005956e+01, 1.273035e+04, 5.495177e+03, 0,  6.076279e+01, 2.807782e+01, 8.005956e+01, 8.722362e+03, 1.255813e+04, 8.177773e-105
1, 69, 2.958280e+02, 53, 3.925410e+02, 3, 5.737735e+01, 2.962579e+01, 8.187909e+01, -7.682764e+03, 7.295545e+03, 1,  NaN, NaN, NaN, NaN, NaN, NaN
1, 69, 3.015170e+02, 54, 3.925410e+02, 3, 5.956008e+01, 3.139212e+01, 8.074021e+01, 1.061930e+04, 5.815781e+03, 0,  5.991348e+01, 2.929914e+01, 8.074021e+01, 8.155991e+03, 1.095869e+04, 1.150826e-110
1, 69, 3.072060e+02, 55, 3.925410e+02, 3, 5.763637e+01, 3.274158e+01, 8.165469e+01, 1.006618e+04, 4.976361e+03, 0,  5.836873e+01, 3.346323e+01, 8.165469e+01, 4.657447e+03, 1.069333e+04, 1
1, 69, 3.128950e+02, 56, 3.925410e+02, 3, 5.878718e+01, 3.284955e+01, 8.127021e+01, 1.074883e+04, 5.310298e+03, 0,  5.878718e+01, 3.284955e+01, 8.127021e+01, -1.095865e+02, 1.220767e+04, 1
1, 69, 3.185840e+02, 57, 3.925410e+02, 3, 5.833573e+01, 3.325206e+01, 7.993921e+01, 1.228854e+04, 6.304719e+03, 0,  5.712756e+01, 3.367426e+01, 7.993921e+01, 4.950998e+03, 1.302873e+04, 1
1, 69, 3.242730e+02, 58, 3.925410e+02, 3, 5.951911e+01, 3.174844e+01, 7.940962e+01, 1.038037e+04, 6.900844e+03, 0,  5.809085e+01, 3.254201e+01, 7.940962e+01, 6.285790e+03, 1.384858e+04, 1
1, 69, 3.299620e+02, 59, 3.925410e+02, 3, 5.915135e+01, 3.178532e+01, 7.746869e+01, 1.133242e+04, 6.992805e+03, 0,  5.902264e+01, 2.997440e+01, 7.746869e+01, 6.270964e+03, 1.421958e+04, 1.000000e+00
1, 69, 3.356510e+02, 60, 3.925410e+02, 3, 5.920331e+01, 3.134283e+01, 7.801075e+01, 1.154661e+04, 6.126203e+03, 0,  5.920331e+01, 3.134283e+01, 7.801075e+01, 1.007995e+03, 1.318458e+04, 1
1, 69, 3.413400e+02, 61, 3.925410e+02, 3, 5.702669e+01, 3.209047e+01, 7.953762e+01, 1.073615e+04, 7.235771e+03, 0,  5.845457e+01, 2.924263e+01, 7.953762e+01, 1.048085e+04, 1.272594e+04, 7.780711e-175
1, 69, 3.470290e+02, 62, 3.925410e+02, 3, 5.789025e+01, 3.189537e+01, 7.882930e+01, 4.738185e+03, 7.860992e+03, 8.510790e-17,  NaN, NaN, NaN, NaN, NaN, NaN
1, 69, 3.527180e+02, 63, 3.925410e+02, 3, 5.875380e+01, 3.170028e+01, 7.812099e+01, 1.309350e+04, 6.910166e+03, 0,  5.627651e+01, 3.328861e+01, 7.812099e+01, 1.016325e+04, 1.271598e+04, 1.946294e-228
1, 69, 3.584070e+02, 64, 3.925410e+02, 3, 5.728887e+01, 3.189510e+01, 8.038310e+01, 1.534026e+04, 7.816482e+03, 0,  5.423552e+01, 3.134315e+01, 8.038310e+01, 8.459092e+03, 1.335305e+04, 2.030777e-34
1, 69, 3.640960e+02, 65, 3.925410e+02, 3, 5.601777e+01, 3.281512e+01, 8.101550e+01, 2.199165e+04, 8.839176e+03, 0,  5.601777e+01, 3.281512e+01, 8.101550e+01, -1.064563e+03, 1.387175e+04, 1
1, 69, 3.697850e+02, 66, 3.925410e+02, 3, 5.827666e+01, 3.315043e+01, 8.139655e+01, 1.757474e+04, 7.319119e+03, 0,  5.711245e+01, 3.280432e+01, 8.139655e+01, 3.140371e+03, 1.255724e+04, 1
1, 69, 3.754740e+02, 67, 3.925410e+02, 3, 5.678606e+01, 3.374746e+01, 8.115351e+01, 1.509691e+04, 7.817359e+03, 0,  5.433340e+01, 3.425536e+01, 8.115351e+01, 9.849367e+03, 1.231379e+04, 1.755189e-182
1, 69, 3.811630e+02, 68, 3.925410e+02, 3, 5.721577e+01, 3.372174e+01, 8.280312e+01, 1.062734e+04, 6.225549e+03, 0,  5.721577e+01, 3.372174e+01, 8.280312e+01, 1.844292e+03, 1.018215e+04, 1
1, 69, 3.868520e+02, 69, 3.925410e+02, 3, 5.820590e+01, 3.322477e+01, 8.198155e+01, 1.156922e+04, 5.724772e+03, 0,  5.820590e+01, 3.322477e+01, 8.198155e+01, -3.970967e+03, 1.220711e+04, 1
2, 66, 0, 1, 3.754740e+02, 3, 7.904661e+01, 6.464731e+01, 8.131298e+01, 2.380362e+04, 5.097926e+03, 0,  7.861783e+01, 6.335770e+01, 8.131298e+01, 1.455107e+04, 1.618403e+04, 9.994436e-01
2, 66, 5.689000e+00, 2, 3.754740e+02, 3, 7.850739e+01, 6.542015e+01, 8.129176e+01, 2.104784e+04, 5.305183e+03, 0,  7.755419e+01, 6.464906e+01, 8.129176e+01, 1.635423e+04, 1.955088e+04, 7.208670e-21
2, 66, 1.137800e+01, 3, 3.754740e+02, 3, 7.839408e+01, 6.518394e+01, 8.116666e+01, 2.085433e+04, 5.234626e+03, 0,  7.735373e+01, 6.428964e+01, 8.116666e+01, 7.358672e+03, 1.554692e+04, 1
2, 66, 1.706700e+01, 4, 3.754740e+02, 3, 7.802180e+01, 6.560145e+01, 8.168228e+01, 2.318226e+04, 6.263921e+03, 0,  7.704685e+01, 6.395467e+01, 8.168228e+01, 9.978225e+03, 1.407360e+04, 1
2, 66, 2.275600e+01, 5, 3.754740e+02, 3, 7.721728e+01, 6.629176e+01, 8.136034e+01, 2.259943e+04, 5.388422e+03, 0,  7.959930e+01, 6.657997e+01, 8.136034e+01, 1.417622e+04, 1.468696e+04, 3.412941e-172
2, 66, 2.844500e+01, 6, 3.754740e+02, 3, 7.779343e+01, 6.591954e+01, 8.137399e+01, 2.499614e+04, 6.208032e+03, 0,  7.701031e+01, 6.443481e+01, 8.137399e+01, 1.477947e+04, 1.775916e+04, 4.272127e-93
2, 66, 3.413400e+01, 7, 3.754740e+02, 3, 7.733113e+01, 6.593743e+01, 8.143128e+01, 4.008776e+04, 5.839431e+03, 0,  7.718457e+01, 6.581676e+01, 8.143128e+01, 3.071578e+04, 1.887844e+04, 4.883844e-212
2, 66, 3.982300e+01, 8, 3.754740e+02, 3, 7.750617e+01, 6.631077e+01, 8.189304e+01, 3.781167e+04, 5.906465e+03, 0,  7.732744e+01, 6.565193e+01, 8.189304e+01, 2.423569e+04, 1.790760e+04, 1.567365e-41
2, 66, 4.551200e+01, 9, 3.754740e+02, 3, 7.729240e+01, 6.654524e+01, 8.115095e+01, 4.784633e+04, 5.595024e+03, 0,  7.718690e+01, 6.501774e+01, 8.115095e+01, 6.936350e+04, 1.923998e+04, 3.347619e-306
2, 66, 5.120100e+01, 10, 3.754740e+02, 3, 7.831880e+01, 6.626546e+01, 8.109910e+01, 3.905074e+04, 6.022057e+03, 0,  7.782275e+01, 6.552805e+01, 8.109910e+01, 4.011041e+04, 1.866853e+04, 4.487719e-250
2, 66, 5.689000e+01, 11, 3.754740e+02, 3, 7.828087e+01, 6.638692e+01, 8.073644e+01, 3.712427e+04, 5.973574e+03, 0,  7.747150e+01, 6.558317e+01, 8.073644e+01, 5.183369e+04, 1.619136e+04, 4.604420e-300
2, 66, 6.257900e+01, 12, 3.754740e+02, 3, 7.887831e+01, 6.650900e+01, 8.110325e+01, 3.420099e+04, 5.374729e+03, 0,  7.880813e+01, 6.586168e+01, 8.110325e+01, 5.668686e+04, 1.812257e+04, 2.860222e-289
2, 66, 6.826800e+01, 13, 3.754740e+02, 3, 7.960625e+01, 6.655183e+01, 8.114421e+01, 2.610213e+04, 5.497460e+03, 0,  7.886495e+01, 6.600193e+01, 8.114421e+01, 3.937011e+04, 1.651024e+04, 7.716487e-243
2, 66, 7.395700e+01, 14, 3.754740e+02, 3, 7.809444e+01, 6.668117e+01, 8.162264e+01, 2.882913e+04, 4.954972e+03, 0,  7.891017e+01, 6.586050e+01, 8.162264e+01, 3.725375e+04, 1.773772e+04, 1.062427e-262
2, 66, 7.964600e+01, 15, 3.754740e+02, 3, 7.734465e+01, 6.673970e+01, 8.192011e+01, 2.440634e+04, 5.037726e+03, 0,  7.756732e+01, 6.620443e+01, 8.192011e+01, 2.378878e+04, 1.446274e+04, 0
2, 66, 8.533500e+01, 16, 3.754740e+02, 3, 7.664435e+01, 6.708993e+01, 8.246118e+01, 1.722733e+04, 4.247445e+03, 0,  7.604392e+01, 6.665420e+01, 8.246118e+01, 1.191456e+04, 1.388434e+04, 4.220245e-80
2, 66, 9.102400e+01, 17, 3.754740e+02, 3, 7.650256e+01, 6.701630e+01, 8.175834e+01, 1.520840e+04, 4.612487e+03, 0,  7.651714e+01, 6.536982e+01, 8.175834e+01, 1.950305e+04, 1.413965e+04, 1.078516e-312
2, 66, 9.671300e+01, 18, 3.754740e+02, 3, 7.658269e+01, 6.770136e+01, 8.219301e+01, 2.261871e+04, 4.369975e+03, 0,  7.603320e+01, 6.762648e+01, 8.219301e+01, 1.302765e+04, 1.536230e+04, 1.866614e-45
2, 66, 1.024020e+02, 19, 3.754740e+02, 3, 7.670437e+01, 6.747588e+01, 8.227078e+01, 1.975155e+04, 4.937151e+03, 0,  7.541962e+01, 6.565263e+01, 8.227078e+01, 2.294702e+04, 1.387266e+04, 4.910867e-226
2, 66, 1.080910e+02, 20, 3.754740e+02, 3, 7.659488e+01, 6.712168e+01, 8.307123e+01, 2.536080e+04, 4.773968e+03, 0,  7.573781e+01, 6.699562e+01, 8.307123e+01, 1.351250e+04, 1.298980e+04, 1.059949e-141
2, 66, 1.137800e+02, 21, 3.754740e+02, 3, 7.674860e+01, 6.764605e+01, 8.229424e+01, 2.480891e+04, 4.170881e+03, 0,  7.618342e+01, 6.687211e+01, 8.229424e+01, 1.426808e+04, 1.508088e+04, 3.788505e-127
2, 66, 1.194690e+02, 22, 3.754740e+02, 3, 7.631501e+01, 6.779975e+01, 8.278201e+01, 2.382033e+04, 4.869358e+03, 0,  7.559611e+01, 6.686522e+01, 8.278201e+01, 1.101447e+04, 1.344964e+04, 2.687797e-97
2, 66, 1.251580e+02, 23, 3.754740e+02, 3, 7.570169e+01, 6.774752e+01, 8.267972e+01, 1.908178e+04, 4.929509e+03, 0,  7.515199e+01, 6.801571e+01, 8.267972e+01, 2.124949e+04, 1.394438e+04, 2.706253e-219
2, 66, 1.308470e+02, 24, 3.754740e+02, 3, 7.573366e+01, 6.729823e+01, 8.257789e+01, 3.563665e+04, 4.454673e+03, 0,  7.473022e+01, 6.743837e+01, 8.257789e+01, 1.386159e+04, 1.393147e+04, 1.940643e-176
2, 66, 1.365360e+02, 25, 3.754740e+02, 3, 7.559324e+01, 6.798099e+01, 8.300538e+01, 2.947604e+04, 4.441277e+03, 0,  7.401212e+01, 6.845469e+01, 8.300538e+01, 9.866153e+03, 1.375541e+04, 9.999652e-01
2, 66, 1.422250e+02, 26, 3.754740e+02, 3, 7.516730e+01, 6.853585e+01, 8.305889e+01, 2.868588e+04, 4.685816e+03, 0,  7.361114e+01, 6.948141e+01, 8.305889e+01, 1.844570e+04, 1.491721e+04, 3.606838e-235
2, 66, 1.479140e+02, 27, 3.754740e+02, 3, 7.591654e+01, 6.753820e+01, 8.302440e+01, 2.763022e+04, 4.439223e+03, 0,  7.540586e+01, 6.817264e+01, 8.302440e+01, 2.472337e+04, 1.547750e+04, 7.200225e-224
2, 66, 1.536030e+02, 28, 3.754740e+02, 3, 7.648612e+01, 6.713810e+01, 8.287211e+01, 2.431806e+04, 4.559228e+03, 0,  7.615986e+01, 6.693822e+01, 8.287211e+01, 3.123695e+04, 1.486451e+04, 5.145758e-253
2, 66, 1.592920e+02, 29, 3.754740e+02, 3, 7.632590e+01, 6.675293e+01, 8.211890e+01, 2.569169e+04, 4.720247e+03, 0,  7.599565e+01, 6.646253e+01, 8.211890e+01, 4.435643e+04, 1.659195e+04, 9.660139e-246
2, 66, 1.649810e+02, 30, 3.754740e+02, 3, 7.688262e+01, 6.736842e+01, 8.295606e+01, 2.567643e+04, 4.825013e+03, 0,  7.629950e+01, 6.689137e+01, 8.295606e+01, 3.719151e+04, 1.564402e+04, 1.543501e-283
2, 66, 1.706700e+02, 31, 3.754740e+02, 3, 7.702294e+01, 6.817571e+01, 8.309650e+01, 2.842715e+04, 4.745892e+03, 0,  7.712218e+01, 6.747047e+01, 8.309650e+01, 4.862776e+04, 1.638274e+04, 1.073414e-248
2, 66, 1.763590e+02, 32, 3.754740e+02, 3, 7.762194e+01, 6.827374e+01, 8.327893e+01, 2.372040e+04, 4.702378e+03, 0,  7.726094e+01, 6.758830e+01, 8.327893e+01, 4.976398e+04, 1.709129e+04, 7.921420e-256
2, 66, 1.820480e+02, 33, 3.754740e+02, 3, 7.758335e+01, 6.859070e+01, 8.312616e+01, 2.270548e+04, 5.008904e+03, 0,  7.719941e+01, 6.767508e+01, 8.312616e+01, 3.249457e+04, 1.584950e+04, 3.893611e-144
2, 66, 1.877370e+02, 34, 3.754740e+02, 3, 7.762046e+01, 6.842670e+01, 8.342291e+01, 2.981148e+04, 4.462584e+03, 0,  7.700972e+01, 6.800360e+01, 8.342291e+01, 3.387160e+04, 1.542670e+04, 2.906991e-242
2, 66, 1.934260e+02, 35, 3.754740e+02, 3, 7.717126e+01, 6.803419e+01, 8.303269e+01, 1.981640e+04, 4.220371e+03, 0,  7.688725e+01, 6.794144e+01, 8.303269e+01, 3.048979e+04, 1.432778e+04, 1.231617e-282
2, 66, 1.991150e+02, 36, 3.754740e+02, 3, 7.688924e+01, 6.861758e+01, 8.267224e+01, 1.685742e+04, 4.409411e+03, 0,  7.689632e+01, 6.815349e+01, 8.267224e+01, 2.868165e+04, 1.412620e+04, 1.491233e-308
2, 66, 2.048040e+02, 37, 3.754740e+02, 3, 7.658372e+01, 6.959066e+01, 8.308873e+01, 2.161967e+04, 4.406138e+03, 0,  7.648975e+01, 6.881260e+01, 8.308873e+01, 3.458591e+04, 1.455359e+04, 2.292282e-311
2, 66, 2.104930e+02, 38, 3.754740e+02, 3, 7.671292e+01, 6.987990e+01, 8.253785e+01, 1.690858e+04, 4.192856e+03, 0,  7.639044e+01, 6.936230e+01, 8.253785e+01, 3.026543e+04, 1.430115e+04, 1.575659e-265
2, 66, 2.161820e+02, 39, 3.754740e+02, 3, 7.646369e+01, 7.035981e+01, 8.272346e+01, 1.924312e+04, 4.026060e+03, 0,  7.629027e+01, 6.962723e+01, 8.272346e+01, 3.200460e+04, 1.539476e+04, 5.546386e-268
