#x[px], y[px], z[px], A
1.064361e+01, 1.286221e+01, 2.364675e+00, 2.442452e+03 
4.272252e+01, 9.579659e+01, 3.161197e+00, 2.698610e+03 
6.536237e+01, 2.320775e+01, 3.822281e+00, 2.365109e+03 
7.732298e+01, 8.985699e+01, 3.247784e+00, 1.380502e+04 
8.515324e+01, 1.857155e+01, 2.692382e+00, 3.653089e+03 
6.279748e+01, 6.817089e+01, 3.925163e+00, 2.402673e+03 
6.520888e+01, 5.771497e+01, 3.617967e+00, 4.906099e+03 
7.296238e+01, 7.105763e+01, 4.074910e+00, 2.959202e+03 
9.406769e+01, 1.814416e+01, 4.245881e+00, 6.744269e+03 
9.476154e+01, 3.658748e+01, 4.436842e+00, 3.409137e+03 
7.142622e+00, 2.090875e+01, 3.796552e+00, 2.217693e+03 
7.995870e+01, 3.626154e+01, 4.528080e+00, 2.512123e+03 
8.713880e+01, 9.117391e+01, 4.464918e+00, 2.136044e+04 
8.884340e+01, 3.533648e+01, 5.384694e+00, 6.189952e+03 
9.767824e+01, 2.574257e+01, 4.719536e+00, 2.679050e+03 
7.395974e+00, 2.542061e+01, 4.521300e+00, 2.018951e+03 
6.559286e+01, 3.150640e+01, 6.251858e+00, 4.443595e+03 
7.781099e+01, 5.747310e+01, 5.688340e+00, 2.137966e+03 
7.854272e+01, 6.721396e+01, 5.424649e+00, 2.179156e+03 
8.338356e+01, 5.014085e+01, 6.538311e+00, 4.976000e+03 
5.742883e+01, 9.030586e+01, 6.547737e+00, 5.618585e+03 
6.588281e+01, 1.202546e+01, 6.380443e+00, 2.524343e+03 
8.512379e+01, 2.489260e+01, 7.929181e+00, 2.295457e+03 
9.071300e+01, 6.480813e+01, 6.350035e+00, 2.605242e+03 
9.630203e+01, 1.010115e+01, 6.591684e+00, 7.959598e+03 
6.188775e+01, 2.354629e+01, 1.049526e+01, 4.872935e+03 
6.499311e+01, 6.486576e+01, 8.574067e+00, 2.758784e+03 
6.660223e+01, 3.121083e+01, 6.431939e+00, 3.153957e+03 
6.926608e+01, 8.334044e+01, 8.401478e+00, 3.629480e+03 
7.579167e+01, 4.498579e+00, 7.859682e+00, 9.261928e+03 
7.789943e+01, 8.561583e+01, 8.247220e+00, 1.242144e+04 
8.833928e+01, 5.168482e+00, 7.625074e+00, 4.078365e+03 
8.953303e+01, 6.987856e+01, 7.121089e+00, 2.648687e+03 
5.249462e+01, 7.172190e+01, 9.048276e+00, 2.648480e+03 
8.271815e+01, 1.353833e+01, 8.726539e+00, 2.179355e+03 
