#x[px], y[px], z[px], A
7.732298e+01, 8.985699e+01, 3.247784e+00, -2.478222e+03 
9.470746e+01, 1.772793e+01, 4.245881e+00, 1.254009e+04 
8.611762e+01, 9.077151e+01, 4.464918e+00, 6.181609e+04 
8.811321e+01, 3.480441e+01, 5.384694e+00, 1.626120e+04 
5.808487e+01, 9.067226e+01, 6.547737e+00, 5.421470e+03 
9.626057e+01, 1.069446e+01, 6.591684e+00, 1.047064e+04 
7.543854e+01, 4.082104e+00, 7.859682e+00, 8.586239e+03 
7.782450e+01, 8.423721e+01, 8.247220e+00, 1.616624e+04 
8.252391e+01, 7.690186e+01, 1.031207e+01, 4.301631e+04 
8.730090e+01, 4.408497e+01, 8.321650e+00, 1.650770e+04 
9.374578e+01, 1.755715e+01, 9.318127e+00, 1.098427e+04 
6.229663e+01, 1.931483e+01, 1.313616e+01, -3.531394e+03 
6.618649e+01, 9.474232e+01, 1.080966e+01, 5.087735e+03 
6.220574e+01, 7.582244e+01, 1.134625e+01, -3.252161e+01 
8.007708e+01, 8.827123e+01, 1.209691e+01, -6.622896e+03 
8.621673e+01, 8.346862e+01, 1.227498e+01, 1.459197e+04 
7.923809e+01, 9.803161e+01, 1.254431e+01, 2.102530e+04 
7.628705e+01, 8.805245e+01, 1.475203e+01, 2.266891e+04 
7.457113e+01, 7.703581e+01, 1.666721e+01, 1.262181e+04 
6.502180e+01, 2.321762e+01, 1.743256e+01, 1.430611e+04 
5.624048e+01, 2.695161e+01, 1.752281e+01, 7.768937e+03 
7.453769e+01, 7.658788e+01, 1.878647e+01, 1.568532e+04 
5.539289e+01, 2.473775e+01, 1.894073e+01, 8.895802e+03 
7.718690e+01, 6.501774e+01, 1.984905e+01, 6.936350e+04 
5.337608e+01, 3.335756e+00, 2.076475e+01, 6.500278e+03 
7.837157e+01, 4.502169e+01, 2.121277e+01, 1.167867e+04 
8.395318e+01, 1.441798e+01, 2.071675e+01, 1.938503e+04 
7.065408e+01, 8.361381e+01, 2.180882e+01, -4.010316e+02 
6.263961e+01, 3.195349e+01, 2.332497e+01, 1.004831e+04 
6.645421e+01, 3.327581e+01, 2.605293e+01, 1.204452e+04 
5.987762e+01, 9.073953e+01, 2.551711e+01, 8.966929e+03 
7.971267e+01, 5.101768e+01, 2.610048e+01, 7.262044e+03 
8.766940e+01, 6.469437e+00, 2.582389e+01, 6.806184e+03 
5.659770e+01, 2.099820e+01, 2.819225e+01, 5.874082e+03 
6.049681e+01, 4.421381e+01, 2.888337e+01, 4.751322e+03 
6.657458e+01, 3.325955e+01, 2.819648e+01, 1.092872e+04 
5.165595e+01, 9.480466e+01, 3.075270e+01, -1.134175e+03 
5.456953e+01, 6.552933e+01, 3.054584e+01, 3.337861e+03 
5.769852e+01, 3.031252e+01, 2.963126e+01, 1.334396e+03 
5.851926e+01, 3.652821e+01, 2.943731e+01, 8.129532e+03 
