#x[px], y[px], z[px], A
3.879611e+01, 9.800823e+01, 3.087442e+00, 7.214578e+03 
8.609884e+01, 8.735696e+01, 3.044702e+00, -2.118964e+03 
8.653389e+01, 9.069726e+01, 3.569554e+00, 2.784514e+04 
8.808327e+01, 9.974960e+01, 2.655754e+00, 9.298509e+04 
8.881351e+01, 3.417636e+01, 5.057696e+00, 1.751707e+04 
9.054721e+01, 6.068101e+01, 3.709100e+00, 7.083549e+03 
7.518409e+01, 5.635952e+00, 6.109033e+00, 3.835742e+03 
6.827711e+01, 5.830130e+01, 6.953897e+00, 8.458180e+03 
8.230838e+01, 5.020631e+01, 6.331456e+00, 8.628557e+03 
9.651127e+01, 9.055267e+00, 7.049717e+00, 9.723444e+03 
7.630961e+01, 8.350998e+01, 9.321385e+00, 2.454005e+04 
8.291902e+01, 7.643775e+01, 8.901200e+00, 2.795630e+04 
9.371276e+01, 1.703146e+01, 8.667865e+00, 1.166701e+04 
6.369016e+01, 1.654872e+01, 9.875968e+00, 1.864326e+03 
6.372093e+01, 6.687132e+01, 9.732680e+00, 1.174010e+04 
6.990610e+01, 9.951715e+01, 1.029605e+01, 5.127104e+03 
8.648123e+01, 8.224553e+01, 1.116659e+01, 1.301409e+04 
6.475733e+01, 7.921791e+01, 1.147555e+01, 1.357109e+04 
7.951157e+01, 9.793504e+01, 1.215773e+01, 2.418209e+04 
7.729165e+01, 8.831294e+01, 1.366128e+01, 1.908371e+04 
7.599390e+01, 8.847995e+01, 1.463336e+01, 3.217876e+04 
7.631765e+01, 6.962793e+01, 1.597682e+01, -3.437537e+02 
5.720215e+01, 2.653941e+01, 1.699932e+01, 1.361802e+04 
6.558628e+01, 2.381011e+01, 1.694278e+01, 2.312407e+04 
7.399660e+01, 7.883171e+01, 1.849755e+01, 1.216297e+04 
6.093660e+01, 1.809966e+01, 1.917903e+01, -2.315757e+03 
7.732744e+01, 6.565193e+01, 1.910696e+01, 2.423569e+04 
7.167272e+01, 7.701949e+01, 2.015147e+01, 1.091593e+04 
7.878686e+01, 4.338419e+01, 2.062918e+01, 5.022042e+03 
8.401062e+01, 1.406815e+01, 2.019624e+01, 1.631929e+04 
5.258455e+01, 1.942670e+00, 2.104480e+01, 7.212022e+03 
7.061640e+01, 8.314761e+01, 2.145382e+01, -8.258167e+02 
5.892121e+01, 8.934639e+01, 2.438200e+01, 8.949529e+03 
6.024872e+01, 2.018929e+01, 2.363451e+01, 7.611193e+03 
5.828597e+01, 2.889291e+01, 2.506970e+01, 1.174218e+04 
6.687112e+01, 4.207820e+01, 2.604193e+01, -1.879880e+03 
8.030892e+01, 5.140330e+01, 2.615453e+01, 6.110220e+03 
5.655738e+01, 3.915572e+01, 2.737194e+01, 8.691474e+03 
6.578317e+01, 3.071325e+01, 2.675248e+01, 1.132742e+04 
8.609749e+01, 7.599721e+00, 2.656817e+01, 7.267606e+03 
5.506054e+01, 2.167434e+01, 2.809779e+01, 4.328221e+03 
7.275777e+01, 4.012128e+01, 2.775657e+01, 6.731281e+03 
6.481650e+01, 8.559569e+01, 3.100758e+01, -2.513739e+03 
6.685248e+01, 3.244415e+01, 2.888546e+01, 9.871755e+03 
8.024609e+01, 1.065829e+01, 2.908176e+01, 1.623997e+04 
