#x[px], y[px], z[px], A
9.343776e+00, 2.473181e+01, 2.289127e+00, 1.592854e+04 
4.883491e+01, 8.916508e+01, 3.641874e+00, 5.208786e+03 
7.063161e+01, 1.422962e+01, 3.202728e+00, -2.066013e+03 
7.425576e+01, 8.421006e+01, 6.651947e+00, -3.766586e+03 
7.449906e+01, 7.106516e+01, 4.696732e+00, 3.412081e+03 
7.640674e+01, 2.037870e+01, 3.834569e+00, 8.866871e+03 
7.796946e+01, 9.167581e+01, 2.714833e+00, -3.989545e+03 
8.640827e+01, 8.632769e+01, 4.038050e+00, 1.189918e+02 
4.561967e+01, 9.758724e+01, 5.324827e+00, -2.907058e+03 
6.072383e+01, 8.318054e+01, 6.244944e+00, 6.417798e+03 
6.995496e+01, 1.409792e+01, 3.545043e+00, 1.082530e+03 
7.125910e+01, 3.411954e+00, 5.054036e+00, 6.472782e+03 
8.369277e+01, 4.190190e+00, 4.749339e+00, 4.014711e+03 
8.495083e+01, 5.178351e+01, 4.850396e+00, -1.973869e+03 
8.887850e+01, 9.917779e+01, 3.942398e+00, 4.067328e+04 
8.612534e+01, 9.141705e+01, 5.119904e+00, 3.948812e+04 
1.178284e+01, 2.476739e+01, 5.092120e+00, 4.340529e+03 
5.217181e+01, 8.470274e+01, 6.143583e+00, 4.921208e+03 
5.455988e+01, 1.585756e+01, 5.032654e+00, -2.468973e+03 
5.504198e+01, 2.669038e+01, 5.417637e+00, -2.590091e+03 
6.154049e+01, 1.973337e+01, 6.587340e+00, 1.510597e+03 
6.775595e+01, 2.732993e+01, 7.128189e+00, 7.640849e+03 
6.695444e+01, 8.892924e+01, 6.190755e+00, 9.048712e+03 
7.267263e+01, 9.114626e+00, 4.473277e+00, -1.012627e+03 
8.998997e+01, 3.429369e+01, 6.423793e+00, 1.481187e+04 
9.822194e+01, 9.703351e+01, 8.170758e+00, -2.818179e+03 
9.725075e+01, 1.895220e+01, 6.269074e+00, 9.196775e+03 
6.380485e+01, 6.764208e+01, 7.260926e+00, 9.519449e+03 
6.617871e+01, 4.298958e+01, 4.977859e+00, 1.080221e+04 
9.700335e+01, 8.785392e+00, 7.450340e+00, 7.295150e+03 
6.516243e+01, 8.403583e+01, 7.980788e+00, -4.101760e+02 
7.851163e+01, 1.674277e+01, 9.630253e+00, -5.128372e+02 
8.225199e+01, 3.178011e+01, 8.460738e+00, -3.997114e+03 
8.860750e+01, 4.480807e+01, 6.645993e+00, 2.254226e+04 
5.781766e+01, 9.001003e+01, 8.306120e+00, 2.110979e+04 
7.948480e+01, 9.241306e+01, 8.848176e+00, -2.838597e+01 
8.386357e+01, 7.792482e+01, 9.650606e+00, 3.583930e+04 
9.328771e+01, 2.447836e+01, 9.391522e+00, 1.964346e+02 
5.062724e+01, 9.260491e+01, 9.849585e+00, -6.775234e+03 
8.063323e+01, 6.132467e+01, 9.541432e+00, 8.612912e+03 
8.205207e+01, 3.250335e+01, 8.964463e+00, -1.627338e+03 
8.210340e+01, 2.309325e+01, 1.129357e+01, 4.526666e+03 
5.475346e+01, 5.513979e+00, 1.140482e+01, 6.557998e+03 
7.086952e+01, 9.550720e+01, 1.117321e+01, 1.891518e+03 
7.495597e+01, 1.574254e+01, 1.160717e+01, 3.539550e+03 
