#x[px], y[px], z[px], A
2.546341e+02, 3.860536e+02, 3.781462e+01, 9.272250e+03 
2.594007e+02, 2.720839e+02, 3.738176e+01, 8.463486e+03 
3.032802e+02, 3.537207e+02, 3.763854e+01, 8.344996e+03 
3.265766e+02, 2.862317e+02, 3.712358e+01, 8.661934e+03 
3.281218e+02, 3.123962e+02, 3.653811e+01, 7.946104e+03 
3.297386e+02, 2.974804e+02, 3.746195e+01, 7.432816e+03 
2.702251e+02, 4.083587e+02, 3.760228e+01, 8.649241e+03 
3.414222e+02, 3.705753e+02, 3.691713e+01, 7.605146e+03 
2.221164e+02, 3.544662e+02, 3.877644e+01, 1.219973e+04 
2.254139e+02, 3.686798e+02, 3.978353e+01, 7.646314e+03 
2.570443e+02, 3.753047e+02, 3.804699e+01, 2.141631e+04 
2.660009e+02, 3.724960e+02, 3.920938e+01, 7.015886e+03 
3.328827e+02, 3.255133e+02, 3.835962e+01, 1.036320e+04 
3.903468e+02, 3.794462e+02, 3.840374e+01, 8.710571e+03 
2.274761e+02, 2.784389e+02, 4.066593e+01, 9.130666e+03 
2.495132e+02, 3.307665e+02, 3.924189e+01, 1.350431e+04 
2.499785e+02, 3.640632e+02, 3.910779e+01, 1.996948e+04 
2.611434e+02, 3.819843e+02, 3.921169e+01, 9.788971e+03 
2.837299e+02, 4.448900e+02, 3.937740e+01, 1.057794e+04 
2.849706e+02, 4.021737e+02, 3.885902e+01, 1.170735e+04 
3.252654e+02, 3.316958e+02, 3.982520e+01, 8.940481e+03 
3.393480e+02, 3.144424e+02, 3.922332e+01, 1.054988e+04 
3.643778e+02, 3.883751e+02, 3.967913e+01, 1.757497e+04 
2.006437e+02, 3.709650e+02, 4.136025e+01, 8.699763e+03 
2.173835e+02, 3.737841e+02, 4.104000e+01, 1.402659e+04 
2.286717e+02, 3.162188e+02, 4.103067e+01, 1.198003e+04 
2.332377e+02, 2.496554e+02, 4.132677e+01, 8.902037e+03 
2.337581e+02, 3.482769e+02, 4.123108e+01, 8.057287e+03 
2.477443e+02, 4.577144e+02, 4.174810e+01, 1.734361e+04 
2.586210e+02, 2.804221e+02, 4.139974e+01, 7.822437e+03 
2.580966e+02, 3.698250e+02, 4.010769e+01, 2.436828e+04 
2.824373e+02, 4.521983e+02, 4.017295e+01, 7.310319e+03 
2.956191e+02, 4.112827e+02, 4.032046e+01, 1.055749e+04 
3.277244e+02, 2.862299e+02, 3.946346e+01, 8.023648e+03 
3.434771e+02, 3.437860e+02, 4.047957e+01, 8.119429e+03 
3.580417e+02, 3.823652e+02, 3.921790e+01, 7.704301e+03 
3.643889e+02, 3.855236e+02, 3.972459e+01, 8.468601e+03 
3.669472e+02, 3.644039e+02, 3.910445e+01, 9.228049e+03 
4.634103e+02, 3.797196e+02, 4.187602e+01, 7.700472e+03 
1.868076e+02, 4.102285e+02, 4.232149e+01, 7.288653e+03 
2.244549e+02, 3.223658e+02, 4.270496e+01, 7.250314e+03 
2.332234e+02, 3.354327e+02, 4.128633e+01, 1.500022e+04 
2.410242e+02, 4.648026e+02, 4.158361e+01, 9.217512e+03 
2.685534e+02, 4.387158e+02, 4.100550e+01, 9.015436e+03 
2.739775e+02, 4.641474e+02, 4.124696e+01, 1.019613e+04 
2.790528e+02, 4.840147e+02, 4.268684e+01, 8.435756e+03 
2.874527e+02, 4.507232e+02, 4.157686e+01, 1.769138e+04 
2.892698e+02, 4.437764e+02, 4.128775e+01, 1.010122e+04 
2.909962e+02, 3.716871e+02, 4.101587e+01, 2.077827e+04 
2.906469e+02, 3.831234e+02, 4.108809e+01, 7.572025e+03 
2.944004e+02, 4.186239e+02, 4.098116e+01, 1.108174e+04 
2.981182e+02, 4.264632e+02, 4.132531e+01, 1.092246e+04 
3.063097e+02, 3.556743e+02, 4.129011e+01, 1.397992e+04 
3.311805e+02, 3.593636e+02, 4.112616e+01, 1.817903e+04 
3.355453e+02, 2.706638e+02, 4.226664e+01, 9.735513e+03 
3.372811e+02, 3.355564e+02, 4.111918e+01, 8.981204e+03 
3.460685e+02, 3.424289e+02, 4.143057e+01, 8.728568e+03 
3.936177e+02, 3.792077e+02, 4.003104e+01, 7.936260e+03 
4.462483e+02, 3.282494e+02, 4.149128e+01, 9.119851e+03 
2.273250e+02, 3.622633e+02, 4.233241e+01, 1.650145e+04 
